Id,ActivityHour,StepTotal
1503960366,2016-04-16 16:00:00,15.00
1503960366,2016-04-16 17:00:00,380.00
1503960366,2016-04-16 18:00:00,96.00
1503960366,2016-04-16 19:00:00,146.00
1503960366,2016-04-16 20:00:00,385.00
1503960366,2016-04-16 21:00:00,463.00
1503960366,2016-04-16 22:00:00,42.00
1503960366,2016-04-16 23:00:00,92.00
1503960366,2016-04-17 00:00:00,0.00
1503960366,2016-04-17 01:00:00,0.00
1503960366,2016-04-17 02:00:00,0.00
1503960366,2016-04-17 03:00:00,8.00
1503960366,2016-04-17 04:00:00,0.00
1503960366,2016-04-17 05:00:00,0.00
1503960366,2016-04-17 06:00:00,0.00
1503960366,2016-04-17 07:00:00,0.00
1503960366,2016-04-17 08:00:00,0.00
1503960366,2016-04-17 09:00:00,0.00
1503960366,2016-04-17 10:00:00,0.00
1503960366,2016-04-17 11:00:00,84.00
1503960366,2016-04-17 12:00:00,260.00
1503960366,2016-04-17 13:00:00,402.00
1503960366,2016-04-17 14:00:00,252.00
1503960366,2016-04-17 15:00:00,191.00
1503960366,2016-04-17 16:00:00,13.00
1503960366,2016-04-17 17:00:00,2613.00
1503960366,2016-04-17 18:00:00,1616.00
1503960366,2016-04-17 19:00:00,754.00
1503960366,2016-04-17 20:00:00,2955.00
1503960366,2016-04-17 21:00:00,487.00
1503960366,2016-04-17 22:00:00,70.00
1503960366,2016-04-17 23:00:00,0.00
1503960366,2016-04-18 00:00:00,416.00
1503960366,2016-04-18 01:00:00,0.00
1503960366,2016-04-18 02:00:00,0.00
1503960366,2016-04-18 03:00:00,0.00
1503960366,2016-04-18 04:00:00,0.00
1503960366,2016-04-18 05:00:00,0.00
1503960366,2016-04-18 06:00:00,0.00
1503960366,2016-04-18 07:00:00,0.00
1503960366,2016-04-18 08:00:00,0.00
1503960366,2016-04-18 09:00:00,1688.00
1503960366,2016-04-18 10:00:00,380.00
1503960366,2016-04-18 11:00:00,328.00
1503960366,2016-04-18 12:00:00,1306.00
1503960366,2016-04-18 13:00:00,268.00
1503960366,2016-04-18 14:00:00,137.00
1503960366,2016-04-18 15:00:00,495.00
1503960366,2016-04-18 16:00:00,277.00
1503960366,2016-04-18 17:00:00,304.00
1503960366,2016-04-18 18:00:00,4074.00
1503960366,2016-04-18 19:00:00,2101.00
1503960366,2016-04-18 20:00:00,28.00
1503960366,2016-04-18 21:00:00,187.00
1503960366,2016-04-18 22:00:00,542.00
1503960366,2016-04-18 23:00:00,488.00
1503960366,2016-04-19 00:00:00,0.00
1503960366,2016-04-19 01:00:00,22.00
1503960366,2016-04-19 02:00:00,0.00
1503960366,2016-04-19 03:00:00,9.00
1503960366,2016-04-19 04:00:00,0.00
1503960366,2016-04-19 05:00:00,0.00
1503960366,2016-04-19 06:00:00,7.00
1503960366,2016-04-19 07:00:00,316.00
1503960366,2016-04-19 08:00:00,1656.00
1503960366,2016-04-19 09:00:00,367.00
1503960366,2016-04-19 10:00:00,203.00
1503960366,2016-04-19 11:00:00,194.00
1503960366,2016-04-19 12:00:00,1887.00
1503960366,2016-04-19 13:00:00,2697.00
1503960366,2016-04-19 14:00:00,409.00
1503960366,2016-04-19 15:00:00,299.00
1503960366,2016-04-19 16:00:00,297.00
1503960366,2016-04-19 17:00:00,732.00
1503960366,2016-04-19 18:00:00,1280.00
1503960366,2016-04-19 19:00:00,397.00
1503960366,2016-04-19 20:00:00,2487.00
1503960366,2016-04-19 21:00:00,826.00
1503960366,2016-04-19 22:00:00,52.00
1503960366,2016-04-19 23:00:00,1369.00
1503960366,2016-04-20 00:00:00,16.00
1503960366,2016-04-20 01:00:00,36.00
1503960366,2016-04-20 02:00:00,0.00
1503960366,2016-04-20 03:00:00,0.00
1503960366,2016-04-20 04:00:00,0.00
1503960366,2016-04-20 05:00:00,0.00
1503960366,2016-04-20 06:00:00,0.00
1503960366,2016-04-20 07:00:00,29.00
1503960366,2016-04-20 08:00:00,264.00
1503960366,2016-04-20 09:00:00,1993.00
1503960366,2016-04-20 10:00:00,459.00
1503960366,2016-04-20 11:00:00,65.00
1503960366,2016-04-20 12:00:00,185.00
1503960366,2016-04-20 13:00:00,64.00
1503960366,2016-04-20 14:00:00,1270.00
1503960366,2016-04-20 15:00:00,797.00
1503960366,2016-04-20 16:00:00,261.00
1503960366,2016-04-20 17:00:00,13.00
1503960366,2016-04-20 18:00:00,1308.00
1503960366,2016-04-20 19:00:00,1558.00
1503960366,2016-04-20 20:00:00,499.00
1503960366,2016-04-20 21:00:00,395.00
1503960366,2016-04-20 22:00:00,77.00
1503960366,2016-04-20 23:00:00,1255.00
1503960366,2016-04-21 00:00:00,17.00
1503960366,2016-04-21 01:00:00,129.00
1503960366,2016-04-21 02:00:00,81.00
1503960366,2016-04-21 03:00:00,0.00
1503960366,2016-04-21 04:00:00,0.00
1503960366,2016-04-21 05:00:00,0.00
1503960366,2016-04-21 06:00:00,0.00
1503960366,2016-04-21 07:00:00,38.00
1503960366,2016-04-21 08:00:00,245.00
1503960366,2016-04-21 09:00:00,1672.00
1503960366,2016-04-21 10:00:00,255.00
1503960366,2016-04-21 11:00:00,0.00
1503960366,2016-04-21 12:00:00,384.00
1503960366,2016-04-21 13:00:00,1140.00
1503960366,2016-04-21 14:00:00,12.00
1503960366,2016-04-21 15:00:00,213.00
1503960366,2016-04-21 16:00:00,26.00
1503960366,2016-04-21 17:00:00,96.00
1503960366,2016-04-21 18:00:00,213.00
1503960366,2016-04-21 19:00:00,100.00
1503960366,2016-04-21 20:00:00,3541.00
1503960366,2016-04-21 21:00:00,970.00
1503960366,2016-04-21 22:00:00,89.00
1503960366,2016-04-21 23:00:00,598.00
1503960366,2016-04-22 00:00:00,0.00
1503960366,2016-04-22 01:00:00,0.00
1503960366,2016-04-22 02:00:00,0.00
1503960366,2016-04-22 03:00:00,0.00
1503960366,2016-04-22 04:00:00,0.00
1503960366,2016-04-22 05:00:00,0.00
1503960366,2016-04-22 06:00:00,0.00
1503960366,2016-04-22 07:00:00,0.00
1503960366,2016-04-22 08:00:00,0.00
1503960366,2016-04-22 09:00:00,192.00
1503960366,2016-04-22 10:00:00,29.00
1503960366,2016-04-22 11:00:00,958.00
1503960366,2016-04-22 12:00:00,38.00
1503960366,2016-04-22 13:00:00,118.00
1503960366,2016-04-22 14:00:00,0.00
1503960366,2016-04-22 15:00:00,180.00
1503960366,2016-04-22 16:00:00,22.00
1503960366,2016-04-22 17:00:00,1041.00
1503960366,2016-04-22 18:00:00,514.00
1503960366,2016-04-22 19:00:00,629.00
1503960366,2016-04-22 20:00:00,329.00
1503960366,2016-04-22 21:00:00,5934.00
1503960366,2016-04-22 22:00:00,855.00
1503960366,2016-04-22 23:00:00,1925.00
1503960366,2016-04-23 00:00:00,182.00
1503960366,2016-04-23 01:00:00,0.00
1503960366,2016-04-23 02:00:00,11.00
1503960366,2016-04-23 03:00:00,0.00
1503960366,2016-04-23 04:00:00,0.00
1503960366,2016-04-23 05:00:00,0.00
1503960366,2016-04-23 06:00:00,12.00
1503960366,2016-04-23 07:00:00,0.00
1503960366,2016-04-23 08:00:00,127.00
1503960366,2016-04-23 09:00:00,285.00
1503960366,2016-04-23 10:00:00,49.00
1503960366,2016-04-23 11:00:00,703.00
1503960366,2016-04-23 12:00:00,1597.00
1503960366,2016-04-23 13:00:00,1453.00
1503960366,2016-04-23 14:00:00,202.00
1503960366,2016-04-23 15:00:00,158.00
1503960366,2016-04-23 16:00:00,2008.00
1503960366,2016-04-23 17:00:00,1472.00
1503960366,2016-04-23 18:00:00,2569.00
1503960366,2016-04-23 19:00:00,29.00
1503960366,2016-04-23 20:00:00,142.00
1503960366,2016-04-23 21:00:00,2432.00
1503960366,2016-04-23 22:00:00,709.00
1503960366,2016-04-23 23:00:00,231.00
1503960366,2016-04-24 00:00:00,141.00
1503960366,2016-04-24 01:00:00,42.00
1503960366,2016-04-24 02:00:00,0.00
1503960366,2016-04-24 03:00:00,0.00
1503960366,2016-04-24 04:00:00,8.00
1503960366,2016-04-24 05:00:00,0.00
1503960366,2016-04-24 06:00:00,7.00
1503960366,2016-04-24 07:00:00,0.00
1503960366,2016-04-24 08:00:00,8.00
1503960366,2016-04-24 09:00:00,76.00
1503960366,2016-04-24 10:00:00,492.00
1503960366,2016-04-24 11:00:00,149.00
1503960366,2016-04-24 12:00:00,548.00
1503960366,2016-04-24 13:00:00,394.00
1503960366,2016-04-24 14:00:00,26.00
1503960366,2016-04-24 15:00:00,27.00
1503960366,2016-04-24 16:00:00,885.00
1503960366,2016-04-24 17:00:00,411.00
1503960366,2016-04-24 18:00:00,911.00
1503960366,2016-04-24 19:00:00,4871.00
1503960366,2016-04-24 20:00:00,342.00
1503960366,2016-04-24 21:00:00,244.00
1503960366,2016-04-24 22:00:00,66.00
1503960366,2016-04-24 23:00:00,391.00
1503960366,2016-04-25 00:00:00,95.00
1503960366,2016-04-25 01:00:00,22.00
1503960366,2016-04-25 02:00:00,97.00
1503960366,2016-04-25 03:00:00,0.00
1503960366,2016-04-25 04:00:00,25.00
1503960366,2016-04-25 05:00:00,4.00
1503960366,2016-04-25 06:00:00,0.00
1503960366,2016-04-25 07:00:00,44.00
1503960366,2016-04-25 08:00:00,426.00
1503960366,2016-04-25 09:00:00,2041.00
1503960366,2016-04-25 10:00:00,258.00
1503960366,2016-04-25 11:00:00,1468.00
1503960366,2016-04-25 12:00:00,707.00
1503960366,2016-04-25 13:00:00,299.00
1503960366,2016-04-25 14:00:00,94.00
1503960366,2016-04-25 15:00:00,359.00
1503960366,2016-04-25 16:00:00,263.00
1503960366,2016-04-25 17:00:00,188.00
1503960366,2016-04-25 18:00:00,116.00
1503960366,2016-04-25 19:00:00,2815.00
1503960366,2016-04-25 20:00:00,895.00
1503960366,2016-04-25 21:00:00,4895.00
1503960366,2016-04-25 22:00:00,188.00
1503960366,2016-04-25 23:00:00,56.00
1503960366,2016-04-26 00:00:00,101.00
1503960366,2016-04-26 01:00:00,178.00
1503960366,2016-04-26 02:00:00,0.00
1503960366,2016-04-26 03:00:00,145.00
1503960366,2016-04-26 04:00:00,0.00
1503960366,2016-04-26 05:00:00,7.00
1503960366,2016-04-26 06:00:00,0.00
1503960366,2016-04-26 07:00:00,28.00
1503960366,2016-04-26 08:00:00,173.00
1503960366,2016-04-26 09:00:00,1826.00
1503960366,2016-04-26 10:00:00,666.00
1503960366,2016-04-26 11:00:00,266.00
1503960366,2016-04-26 12:00:00,415.00
1503960366,2016-04-26 13:00:00,1571.00
1503960366,2016-04-26 14:00:00,1998.00
1503960366,2016-04-26 15:00:00,323.00
1503960366,2016-04-26 16:00:00,697.00
1503960366,2016-04-26 17:00:00,143.00
1503960366,2016-04-26 18:00:00,2513.00
1503960366,2016-04-26 19:00:00,148.00
1503960366,2016-04-26 20:00:00,1649.00
1503960366,2016-04-26 21:00:00,450.00
1503960366,2016-04-26 22:00:00,148.00
1503960366,2016-04-26 23:00:00,310.00
1503960366,2016-04-27 00:00:00,277.00
1503960366,2016-04-27 01:00:00,60.00
1503960366,2016-04-27 02:00:00,17.00
1503960366,2016-04-27 03:00:00,0.00
1503960366,2016-04-27 04:00:00,0.00
1503960366,2016-04-27 05:00:00,0.00
1503960366,2016-04-27 06:00:00,0.00
1503960366,2016-04-27 07:00:00,0.00
1503960366,2016-04-27 08:00:00,0.00
1503960366,2016-04-27 09:00:00,1916.00
1503960366,2016-04-27 10:00:00,502.00
1503960366,2016-04-27 11:00:00,797.00
1503960366,2016-04-27 12:00:00,701.00
1503960366,2016-04-27 13:00:00,319.00
1503960366,2016-04-27 14:00:00,1932.00
1503960366,2016-04-27 15:00:00,59.00
1503960366,2016-04-27 16:00:00,98.00
1503960366,2016-04-27 17:00:00,261.00
1503960366,2016-04-27 18:00:00,2714.00
1503960366,2016-04-27 19:00:00,5786.00
1503960366,2016-04-27 20:00:00,2420.00
1503960366,2016-04-27 21:00:00,266.00
1503960366,2016-04-27 22:00:00,0.00
1503960366,2016-04-27 23:00:00,0.00
1503960366,2016-04-28 00:00:00,0.00
1503960366,2016-04-28 01:00:00,127.00
1503960366,2016-04-28 02:00:00,0.00
1503960366,2016-04-28 03:00:00,0.00
1503960366,2016-04-28 04:00:00,0.00
1503960366,2016-04-28 05:00:00,0.00
1503960366,2016-04-28 06:00:00,0.00
1503960366,2016-04-28 07:00:00,14.00
1503960366,2016-04-28 08:00:00,128.00
1503960366,2016-04-28 09:00:00,1192.00
1503960366,2016-04-28 10:00:00,987.00
1503960366,2016-04-28 11:00:00,288.00
1503960366,2016-04-28 12:00:00,317.00
1503960366,2016-04-28 13:00:00,1144.00
1503960366,2016-04-28 14:00:00,1512.00
1503960366,2016-04-28 15:00:00,115.00
1503960366,2016-04-28 16:00:00,554.00
1503960366,2016-04-28 17:00:00,235.00
1503960366,2016-04-28 18:00:00,1829.00
1503960366,2016-04-28 19:00:00,13.00
1503960366,2016-04-28 20:00:00,2122.00
1503960366,2016-04-28 21:00:00,986.00
1503960366,2016-04-28 22:00:00,16.00
1503960366,2016-04-28 23:00:00,1512.00
1503960366,2016-04-29 00:00:00,202.00
1503960366,2016-04-29 01:00:00,0.00
1503960366,2016-04-29 02:00:00,71.00
1503960366,2016-04-29 03:00:00,0.00
1503960366,2016-04-29 04:00:00,0.00
1503960366,2016-04-29 05:00:00,0.00
1503960366,2016-04-29 06:00:00,0.00
1503960366,2016-04-29 07:00:00,27.00
1503960366,2016-04-29 08:00:00,201.00
1503960366,2016-04-29 09:00:00,1820.00
1503960366,2016-04-29 10:00:00,44.00
1503960366,2016-04-29 11:00:00,104.00
1503960366,2016-04-29 12:00:00,214.00
1503960366,2016-04-29 13:00:00,41.00
1503960366,2016-04-29 14:00:00,1711.00
1503960366,2016-04-29 15:00:00,1076.00
1503960366,2016-04-29 16:00:00,285.00
1503960366,2016-04-29 17:00:00,380.00
1503960366,2016-04-29 18:00:00,118.00
1503960366,2016-04-29 19:00:00,267.00
1503960366,2016-04-29 20:00:00,386.00
1503960366,2016-04-29 21:00:00,1366.00
1503960366,2016-04-29 22:00:00,1111.00
1503960366,2016-04-29 23:00:00,1757.00
1503960366,2016-04-30 00:00:00,19.00
1503960366,2016-04-30 01:00:00,65.00
1503960366,2016-04-30 02:00:00,0.00
1503960366,2016-04-30 03:00:00,6.00
1503960366,2016-04-30 04:00:00,0.00
1503960366,2016-04-30 05:00:00,0.00
1503960366,2016-04-30 06:00:00,0.00
1503960366,2016-04-30 07:00:00,0.00
1503960366,2016-04-30 08:00:00,60.00
1503960366,2016-04-30 09:00:00,148.00
1503960366,2016-04-30 10:00:00,239.00
1503960366,2016-04-30 11:00:00,127.00
1503960366,2016-04-30 12:00:00,92.00
1503960366,2016-04-30 13:00:00,141.00
1503960366,2016-04-30 14:00:00,520.00
1503960366,2016-04-30 15:00:00,993.00
1503960366,2016-04-30 16:00:00,3388.00
1503960366,2016-04-30 17:00:00,2176.00
1503960366,2016-04-30 18:00:00,2319.00
1503960366,2016-04-30 19:00:00,92.00
1503960366,2016-04-30 20:00:00,117.00
1503960366,2016-04-30 21:00:00,840.00
1503960366,2016-04-30 22:00:00,2139.00
1503960366,2016-04-30 23:00:00,1192.00
1503960366,2016-05-01 00:00:00,247.00
1503960366,2016-05-01 01:00:00,59.00
1503960366,2016-05-01 02:00:00,36.00
1503960366,2016-05-01 03:00:00,4.00
1503960366,2016-05-01 04:00:00,0.00
1503960366,2016-05-01 05:00:00,0.00
1503960366,2016-05-01 06:00:00,0.00
1503960366,2016-05-01 07:00:00,41.00
1503960366,2016-05-01 08:00:00,94.00
1503960366,2016-05-01 09:00:00,198.00
1503960366,2016-05-01 10:00:00,146.00
1503960366,2016-05-01 11:00:00,103.00
1503960366,2016-05-01 12:00:00,130.00
1503960366,2016-05-01 13:00:00,85.00
1503960366,2016-05-01 14:00:00,540.00
1503960366,2016-05-01 15:00:00,294.00
1503960366,2016-05-01 16:00:00,823.00
1503960366,2016-05-01 17:00:00,1053.00
1503960366,2016-05-01 18:00:00,2007.00
1503960366,2016-05-01 19:00:00,177.00
1503960366,2016-05-01 20:00:00,93.00
1503960366,2016-05-01 21:00:00,363.00
1503960366,2016-05-01 22:00:00,1552.00
1503960366,2016-05-01 23:00:00,2557.00
1503960366,2016-05-02 00:00:00,0.00
1503960366,2016-05-02 01:00:00,119.00
1503960366,2016-05-02 02:00:00,0.00
1503960366,2016-05-02 03:00:00,21.00
1503960366,2016-05-02 04:00:00,0.00
1503960366,2016-05-02 05:00:00,0.00
1503960366,2016-05-02 06:00:00,0.00
1503960366,2016-05-02 07:00:00,28.00
1503960366,2016-05-02 08:00:00,245.00
1503960366,2016-05-02 09:00:00,1690.00
1503960366,2016-05-02 10:00:00,369.00
1503960366,2016-05-02 11:00:00,384.00
1503960366,2016-05-02 12:00:00,2116.00
1503960366,2016-05-02 13:00:00,1064.00
1503960366,2016-05-02 14:00:00,355.00
1503960366,2016-05-02 15:00:00,418.00
1503960366,2016-05-02 16:00:00,420.00
1503960366,2016-05-02 17:00:00,340.00
1503960366,2016-05-02 18:00:00,227.00
1503960366,2016-05-02 19:00:00,235.00
1503960366,2016-05-02 20:00:00,3903.00
1503960366,2016-05-02 21:00:00,1427.00
1503960366,2016-05-02 22:00:00,945.00
1503960366,2016-05-02 23:00:00,404.00
1503960366,2016-05-03 00:00:00,55.00
1503960366,2016-05-03 01:00:00,79.00
1503960366,2016-05-03 02:00:00,20.00
1503960366,2016-05-03 03:00:00,110.00
1503960366,2016-05-03 04:00:00,0.00
1503960366,2016-05-03 05:00:00,0.00
1503960366,2016-05-03 06:00:00,16.00
1503960366,2016-05-03 07:00:00,23.00
1503960366,2016-05-03 08:00:00,158.00
1503960366,2016-05-03 09:00:00,1391.00
1503960366,2016-05-03 10:00:00,955.00
1503960366,2016-05-03 11:00:00,297.00
1503960366,2016-05-03 12:00:00,396.00
1503960366,2016-05-03 13:00:00,309.00
1503960366,2016-05-03 14:00:00,384.00
1503960366,2016-05-03 15:00:00,1719.00
1503960366,2016-05-03 16:00:00,870.00
1503960366,2016-05-03 17:00:00,690.00
1503960366,2016-05-03 18:00:00,3119.00
1503960366,2016-05-03 19:00:00,140.00
1503960366,2016-05-03 20:00:00,6.00
1503960366,2016-05-03 21:00:00,1333.00
1503960366,2016-05-03 22:00:00,2549.00
1503960366,2016-05-03 23:00:00,484.00
1503960366,2016-05-04 00:00:00,400.00
1503960366,2016-05-04 01:00:00,18.00
1503960366,2016-05-04 02:00:00,0.00
1503960366,2016-05-04 03:00:00,0.00
1503960366,2016-05-04 04:00:00,0.00
1503960366,2016-05-04 05:00:00,0.00
1503960366,2016-05-04 06:00:00,0.00
1503960366,2016-05-04 07:00:00,0.00
1503960366,2016-05-04 08:00:00,68.00
1503960366,2016-05-04 09:00:00,1470.00
1503960366,2016-05-04 10:00:00,598.00
1503960366,2016-05-04 11:00:00,194.00
1503960366,2016-05-04 12:00:00,366.00
1503960366,2016-05-04 13:00:00,318.00
1503960366,2016-05-04 14:00:00,2284.00
1503960366,2016-05-04 15:00:00,138.00
1503960366,2016-05-04 16:00:00,144.00
1503960366,2016-05-04 17:00:00,341.00
1503960366,2016-05-04 18:00:00,2041.00
1503960366,2016-05-04 19:00:00,205.00
1503960366,2016-05-04 20:00:00,1316.00
1503960366,2016-05-04 21:00:00,1106.00
1503960366,2016-05-04 22:00:00,93.00
1503960366,2016-05-04 23:00:00,0.00
1503960366,2016-05-05 00:00:00,70.00
1503960366,2016-05-05 01:00:00,113.00
1503960366,2016-05-05 02:00:00,19.00
1503960366,2016-05-05 03:00:00,0.00
1503960366,2016-05-05 04:00:00,44.00
1503960366,2016-05-05 05:00:00,0.00
1503960366,2016-05-05 06:00:00,8.00
1503960366,2016-05-05 07:00:00,23.00
1503960366,2016-05-05 08:00:00,107.00
1503960366,2016-05-05 09:00:00,1615.00
1503960366,2016-05-05 10:00:00,360.00
1503960366,2016-05-05 11:00:00,28.00
1503960366,2016-05-05 12:00:00,318.00
1503960366,2016-05-05 13:00:00,1231.00
1503960366,2016-05-05 14:00:00,375.00
1503960366,2016-05-05 15:00:00,187.00
1503960366,2016-05-05 16:00:00,989.00
1503960366,2016-05-05 17:00:00,2217.00
1503960366,2016-05-05 18:00:00,715.00
1503960366,2016-05-05 19:00:00,348.00
1503960366,2016-05-05 20:00:00,283.00
1503960366,2016-05-05 21:00:00,3897.00
1503960366,2016-05-05 22:00:00,900.00
1503960366,2016-05-05 23:00:00,200.00
1503960366,2016-05-06 00:00:00,186.00
1503960366,2016-05-06 01:00:00,4.00
1503960366,2016-05-06 02:00:00,88.00
1503960366,2016-05-06 03:00:00,0.00
1503960366,2016-05-06 04:00:00,19.00
1503960366,2016-05-06 05:00:00,0.00
1503960366,2016-05-06 06:00:00,0.00
1503960366,2016-05-06 07:00:00,23.00
1503960366,2016-05-06 08:00:00,146.00
1503960366,2016-05-06 09:00:00,1683.00
1503960366,2016-05-06 10:00:00,504.00
1503960366,2016-05-06 11:00:00,234.00
1503960366,2016-05-06 12:00:00,261.00
1503960366,2016-05-06 13:00:00,175.00
1503960366,2016-05-06 14:00:00,535.00
1503960366,2016-05-06 15:00:00,900.00
1503960366,2016-05-06 16:00:00,335.00
1503960366,2016-05-06 17:00:00,279.00
1503960366,2016-05-06 18:00:00,1532.00
1503960366,2016-05-06 19:00:00,2500.00
1503960366,2016-05-06 20:00:00,255.00
1503960366,2016-05-06 21:00:00,514.00
1503960366,2016-05-06 22:00:00,375.00
1503960366,2016-05-06 23:00:00,1611.00
1503960366,2016-05-07 00:00:00,168.00
1503960366,2016-05-07 01:00:00,0.00
1503960366,2016-05-07 02:00:00,19.00
1503960366,2016-05-07 03:00:00,0.00
1503960366,2016-05-07 04:00:00,0.00
1503960366,2016-05-07 05:00:00,0.00
1503960366,2016-05-07 06:00:00,0.00
1503960366,2016-05-07 07:00:00,0.00
1503960366,2016-05-07 08:00:00,132.00
1503960366,2016-05-07 09:00:00,115.00
1503960366,2016-05-07 10:00:00,1291.00
1503960366,2016-05-07 11:00:00,2352.00
1503960366,2016-05-07 12:00:00,129.00
1503960366,2016-05-07 13:00:00,77.00
1503960366,2016-05-07 14:00:00,125.00
1503960366,2016-05-07 15:00:00,318.00
1503960366,2016-05-07 16:00:00,259.00
1503960366,2016-05-07 17:00:00,173.00
1503960366,2016-05-07 18:00:00,253.00
1503960366,2016-05-07 19:00:00,652.00
1503960366,2016-05-07 20:00:00,102.00
1503960366,2016-05-07 21:00:00,2073.00
1503960366,2016-05-07 22:00:00,3696.00
1503960366,2016-05-07 23:00:00,58.00
1503960366,2016-05-08 00:00:00,147.00
1503960366,2016-05-08 01:00:00,0.00
1503960366,2016-05-08 02:00:00,0.00
1503960366,2016-05-08 03:00:00,0.00
1503960366,2016-05-08 04:00:00,6.00
